57,1038,58,1198.9,5.9,1169.3,5.9,1269.9
64.8,2148,65.8,2209.3,6.7,2202.8,6.7,2187.6
,,122.1,276.1,,,12.5,249.1
,,138.4,489.5,,,14.2,439.2
,,186.4,55.6,,,19.3,51.1
,,210.4,73.8,,,21.8,64.1
